timestep	bcc	fcc
350	0.999997923374176	2.0747804007896775e-06
400	0.9999981732368469	1.8266003592088965e-06
150	0.9999977464675903	2.2539192312933666e-06
200	0.9999982118606567	1.784686454129769e-06
300	0.9999980344772339	1.964911212780862e-06
250	0.9999980387687684	1.9587154283726704e-06
50	0.9999970502853394	2.9516929546389293e-06
0	0.9999990463256836	1.0025662204498075e-06
100	0.9999982500076294	1.7534141610440201e-06
450	0.9999978146553039	2.1873156495075817e-06
