timestep	bcc	fcc	amorf
46825	0.9947282881736755	6.773915916746809e-08	0.005271650486625731
23250	0.0010009233268324352	0.01270028758044208	0.9862987847328186
4725	0.3640973302810926	7.9937146855652e-06	0.6358946741813561
10925	0.02146007290685611	0.0015498587588519826	0.9769900660514832
9350	0.06742734986727737	0.002387108591102191	0.9301855416297913
23100	0.0038521680867775105	0.0024595938071347518	0.9936882355213166
10150	0.026953934588786067	0.0007597016627850906	0.972286365032196
1350	0.932196434976533	3.6076087717828997e-07	0.06780320303898771
4425	0.37641045551970453	5.502467439455039e-06	0.6235840404415504
14300	0.012626843447665351	0.0008120018130765629	0.9865611466169357
18275	0.0005347829331358298	0.0066855488834235074	0.9927796695232391
1700	0.9176112028136849	2.913584489031562e-07	0.08238851739867824
24100	0.002094495909372199	0.001931947938460425	0.9959735519886017
27025	0.017645682059371212	0.0027156942922091504	0.9796386216878891
34050	0.23120057319089574	0.0005656125726323893	0.7682338161841035
18300	0.002505443511498925	0.0009287316461208377	0.9965658216476441
29775	0.04429971143740704	0.0008935229035228999	0.954806765243411
36750	0.603680697043259	3.398190720198979e-06	0.3963159059584141
40100	0.9979624211788177	2.1350965545285926e-08	0.0020375634565716607
20350	0.0005634061605007901	0.00787959439859486	0.9915570022240281
1800	0.9157520583719015	5.058961958198105e-07	0.08424744214469683
40875	0.9964387998580932	7.155205636610873e-08	0.00356113335271948
28600	0.00984220159337383	0.004736217263780134	0.9854215776920319
33175	0.14053971495844872	4.157872172902799e-05	0.8594187052836642
12275	0.01148879924963967	0.0043106693716701725	0.9842005276679993
43200	0.9972051749229431	4.6929652548183265e-08	0.002794785249803681
15400	0.0017864519471959283	0.004113327478382701	0.9941002218723297
41450	0.9979622311592102	9.731006172003509e-08	0.0020376776977063856
975	0.9670374268889427	1.4066160975501063e-07	0.032962436024448837
38300	0.88231781900028	8.83217137262915e-07	0.11768130296212621
48725	0.998015561580658	2.1862907742642435e-08	0.0019844204245600848
4475	0.46106820998858894	4.666584908950444e-06	0.5389271218642825
40250	0.9974080677032471	3.385278453610363e-08	0.0025919051796518032
11150	0.020822019093332075	0.003972974740792466	0.9752049987316131
39550	0.986753154873848	1.503434992867758e-07	0.013246699831128353
40475	0.9984350981712341	2.4421550759934353e-08	0.0015648821490467527
39800	0.9934728949069976	5.370429231665863e-08	0.006527057819155743
30350	0.03207860388828385	0.004369179075421187	0.9635522144734859
22300	0.0005820362970722499	0.0033766718208089515	0.9960412883758545
