# timestep 1600
# phase fcc
# id f1 f2 f3 f4 f5 f6 f7 f8 f9 f10 f11 f12 f13 f14
1 9.18797945512645 2.632227343349688 1.331799959785895 8.535384596342736 20.895202616086628 7.595520672190314 9.363197794738216 5.705433943812542 -0.8332197668606647 3.416967455487794 -28.07718023897953 0.5683254758434798 0.07506499895498593 0.3969769300195086
2 9.316284686394498 2.375994375899875 2.1223793019154225 8.794996003164648 21.292566163936474 7.015536480956317 8.887248927067185 5.678704613818481 -1.8687131102384607 3.7575211176872676 -27.428318574017638 0.5630533079694504 0.10837377072461912 0.3907124652797371
3 9.919398675425734 1.9324785972440321 1.2615492787548501 8.886488257490571 20.857620139997053 7.280888207921207 8.99275382508406 6.017125097956543 -1.8514109154128326 4.714614410408833 -28.909153985818463 0.5713014970043518 0.03871111369926203 0.40105115592084867
4 9.963720426969779 1.936843147053256 1.057076038717296 9.730386800401714 20.908520476753054 6.719712208607423 8.559903255297368 6.338151425139625 -2.702959840915645 3.0782961336716004 -29.332383026328824 0.5671660362764536 0.07385429644649012 0.39925565355766757
21 9.663949453640289 2.1826825491410187 1.355795385429061 8.09667929186923 20.660339884934157 7.990352277344244 8.65888289771867 6.290366763332424 -0.5313109794520734 3.9735121452638262 -27.27201673278213 0.5636512640730018 0.07728761142066268 0.3976466073816442
23 8.516910405241612 3.062643122385026 1.5560516858556481 8.415384259040726 20.564847255700453 7.682679645182342 8.532555004723037 6.628770074490622 -1.4085162668308364 2.651829037476209 -29.653272026249983 0.5618107811889463 0.10318261187662774 0.3936258407832007
51 10.070566593794725 1.9183053437335302 0.9586273449382746 8.631529461414821 21.772447258562025 6.780818044025091 7.906891232230984 6.948051016980914 -2.508652432727192 1.955238314447965 -28.85864049455123 0.5689277054820401 0.06308155118115122 0.39921179262900414
52 9.46903193806166 2.3302810883750045 1.6623580454170654 9.49287244640211 21.142651555917134 6.646760145958286 9.064293254259038 6.069645540200347 -2.1870905835112873 3.1148664155288786 -30.11992032864 0.54957954110829 0.05057094551218695 0.41091119243259955
71 8.710163971473657 2.909394755223494 1.960535193712884 7.741744260148849 20.876170214693154 8.130955031894306 9.321805563995932 5.396626764905026 0.01409024381677322 4.548352528334373 -26.832532327458367 0.5673526311269722 0.05802631391162353 0.40232396077992466
5 9.10275243991219 2.622324276678888 2.243389709709203 8.781210618905003 20.245089598903498 7.701272254743998 7.287534164018635 7.65518839295742 -3.6533189079258706 2.1728238947466556 -26.630316578733183 0.5696930484381814 0.07523014203273176 0.3942248557439156
8 8.739363553265578 2.8592260248522496 1.5706912572472025 10.021674328389476 20.661403288070893 6.720822267708646 7.759484077497433 7.110742058614194 -3.3474953878676206 1.4380185808794508 -30.577825492443825 0.5624925362319599 0.09712590343770942 0.3939734442054126
25 8.682302557292433 2.9125576462313854 1.7832989083188964 8.178728775389366 20.54481283828326 7.965024571198662 9.352517678551548 5.566218428880466 -0.04811877333194442 5.267130266908932 -28.59850825428147 0.5621385403502864 0.10794692231766076 0.39052410729391185
55 9.010649309423952 2.629876593634463 1.9093141777965799 7.960647408120803 19.32434938012559 9.026099068609309 8.585121668074754 5.850976227951756 -0.6838412058243877 4.093293218686901 -22.250667206001488 0.5415321974826153 0.12938794984323465 0.398054621903343
75 9.086799696419074 2.582590638906781 1.0346637821261246 7.32043703507653 21.257647508729498 7.974374457235529 7.986904761630711 7.085806399655319 -0.08674846691217104 2.4307201413725643 -29.690445820441603 0.5457555839952261 0.08687428699021689 0.4073154304295663
6 8.720301510654688 2.740718526975057 1.0835294972494103 8.000797219040578 21.7185283634675 7.127020844657176 8.738006871347055 6.374285029015899 -0.45618677017364373 2.878689314327211 -32.492723981568204 0.5689008840879817 0.0514217394127867 0.4016225134850973
7 8.061061117973493 3.420508489582942 2.153593975234942 8.74581710626289 20.270378006301012 7.709834985812266 8.058480117836027 6.542834260566035 -1.454152558762554 2.838262015112214 -28.28402480920987 0.5663492438039419 0.08385155842551927 0.39717578041907065
27 9.456930856052926 2.2743815199071413 1.6408606687969371 8.047966455709808 21.053130525157243 7.617487912822601 7.792175846277689 7.435957207102497 -2.2930364998346557 2.7363862713717872 -29.03223562487378 0.5686875385189478 0.07535075828451494 0.39806992024777976
56 7.799334026629068 3.524591679214199 2.0133555299473502 8.40685444795614 20.433182439581497 7.880127587164562 9.205801497615058 5.661624147469562 -0.454821059024151 2.538290930459679 -28.239665561726603 0.5663883331468026 0.09914259781853009 0.3918210312397727
9 8.193596108560255 3.252945116784115 2.018935156612808 7.145470801013894 20.032196318651994 8.924090900545997 7.737042925892245 7.287812395058056 -1.460655163246344 1.7135507222981734 -24.89968624881419 0.537359684837273 0.126695308180902 0.39959185584565443
12 8.648734620503886 3.0648013625325627 1.5529470618829142 8.60795372970951 21.45046417225088 7.015319585493522 8.905730199967648 6.245767191626079 -1.5258091482550662 2.7713103480024417 -31.18722524751153 0.5702737696406653 0.058889622914522995 0.39936020094721875
29 9.311333880647885 2.3842861063086858 1.0346030132998083 8.911777477695647 20.705059038542103 7.35338223274353 7.3450889902822825 7.512276513642227 -2.3039907231365064 1.7205279868981065 -28.487279426889256 0.5621577405533448 0.09296047370128115 0.397038544772465
59 7.944524198205082 3.5863127163338624 2.1642702765156394 7.744094070823558 20.352206658511314 8.579832244737988 9.601774490451133 5.192430750728744 1.4144104457581448 5.203538448425913 -28.737609156381584 0.5664280896251354 0.09344433485008882 0.3922773546147921
79 9.577431022140834 2.344583965083783 1.4850144021916543 8.038894248056273 21.48934698830557 7.350076615116511 9.029792612454644 6.04131574698364 -1.0346653213638175 4.169187682090225 -29.24201158052599 0.5690271672096149 0.06152963238272895 0.40051059678932943
10 9.098351434146627 2.638419416055671 1.249669564801417 8.792185295146991 20.481648519973795 7.7535295769137536 7.584691326043929 6.756010878240326 -1.5767551905951187 2.7222814520600407 -26.635778439849783 0.5645890985701675 0.08344966924433823 0.39792497896064083
11 8.352571445881713 3.14794188155741 1.7154390242657709 8.941169156422303 19.940811528998008 7.865937133919092 7.649950667083824 7.47020611333135 -2.094747963932638 1.3226652198347195 -28.175427682907884 0.5582614663836374 0.10362534053007778 0.3950493546039827
31 10.015387760448023 1.8816874820455451 1.519388324185791 8.220549018710988 21.14442755383523 7.396472355500934 9.22248698305931 5.834937983426435 -1.4397058905841533 5.183734184460019 -28.56657516905754 0.5705215037975594 0.055194733329587485 0.400452738173751
60 8.741670381166259 2.840808847195987 0.6452399071542194 8.272516938278812 21.359455636591534 7.3899332109958795 8.457037408746384 6.770855383758857 0.016277269035156583 2.552670039358156 -32.83937970406093 0.5703075638149516 0.06106747285583385 0.3987136127914834
13 9.42441977063276 2.27305225630422 2.0495105835046563 8.66139084591758 20.908277691082617 7.271764304960829 8.384445372796172 6.771566312630853 -2.961269829751747 3.5529977689098153 -28.466398120789517 0.567158625722242 0.09338395353908382 0.39136164203179313
14 8.691485066911312 3.054961391695052 1.1958557341898008 8.117923533512933 20.581279668463658 7.8882454528528045 8.75882085279513 6.421367090254855 -0.4478576945531895 3.7385401264278046 -30.35251526690712 0.5698289322489178 0.06453469352178448 0.3996792814039104
15 9.442865487997707 2.356322931319627 1.7249828131127292 8.516895164294914 19.661802941168062 8.312335553971977 8.651477796541732 6.073854625112528 -1.373817058018426 4.5472529877753844 -24.15376002606066 0.5620903027973881 0.11192480172359323 0.3905283982373452
16 9.544917631662484 2.385691139332018 1.1930956033747837 8.59864314695799 20.034267382257536 8.137479525204341 8.303310508014 6.602075576073611 -2.0556070053548665 3.159919929714583 -25.44694301563473 0.5605682350263099 0.10295885171817055 0.39617094609006664
33 8.58899715342893 3.040870999288477 1.482764837413101 8.729892487791838 21.948477291304236 6.644235157374984 8.378988045108391 6.811474232777845 -2.0307388467366696 0.7565288885724444 -31.159761203637494 0.5699889838805694 0.04964292270824077 0.40111599816185284
35 8.205687815780301 3.1625478824820754 1.3533342218067959 8.080557822202454 21.746885320490385 7.020688972391377 8.357400730515877 6.84566421839787 -1.096820956350107 1.943111140649863 -33.54838655960091 0.5701977266718111 0.050457791876096315 0.4005672256330185
63 9.685178084468918 2.092844650835063 1.150228641260569 7.943892772817038 21.24436333171798 7.438328514262274 7.85995711621442 7.395265464999573 -2.2098850632296756 2.820209445037093 -29.764750397440036 0.5677021246167827 0.08640653217229459 0.3934864864989311
64 8.615679884157116 3.0565749952888597 1.4479654213123982 8.579113999791396 19.135791567119966 8.815050537664119 7.827022037890926 6.486492419102871 -0.31986785963339187 3.6626019185735315 -24.845785618352153 0.5486322957836577 0.12317931885090896 0.3943161339822546
83 9.237598146368482 2.421449406112061 1.1378617399780733 8.23524826174098 22.26043705075171 6.606040097290984 7.818494291446478 7.291921323375223 -2.479790957333253 1.8503937365622258 -32.32577833769846 0.5720393969357043 0.04054778313672591 0.4010844327757597
17 9.29684772548632 2.3372069684860404 1.423466782919882 9.13135941941117 20.50353240814305 7.382471577870152 8.16188319665626 6.7416318966362825 -2.2283504970927677 2.744868154304357 -27.96293813127461 0.5648497915651931 0.10309646308320673 0.390928293801367
18 9.709180310717901 2.0593437580760305 1.7684709902647562 9.341057566784466 21.461030851340826 6.519036455174807 8.562394351264144 6.48282636416624 -3.042124447871491 2.9803546114763546 -29.237308556511703 0.5651356879913175 0.07907741044493737 0.39641618349237806
19 10.28048819055421 1.7171329190613691 1.0682301265630287 9.102796466278122 21.786332269870176 6.50648831760948 7.33655635682135 7.9258982265972655 -3.8617528906362595 1.8675866271765649 -31.15232926211671 0.5701871646101874 0.05834756506099397 0.39988202351256075
20 9.089992431670195 2.5036191078347945 1.6442089796677617 8.665950158482225 21.25677848638579 7.089410046796064 9.330900621469471 5.806498843236191 -1.0134702285113422 3.519221302924018 -30.532879879540197 0.5496022333479218 0.07704954155013777 0.40640015021538517
37 8.483998371228374 3.0198035468774167 2.0326628429645917 8.364173731025577 20.14785756838559 8.160189826438012 9.468051542383932 5.729242696816892 -1.2362874443254686 3.265813796080088 -26.738255974248286 0.561704181181364 0.09445636367207023 0.3950992511069026
39 9.129845711946865 2.6313389001273584 1.4392205606980724 7.632967102748994 21.087660997608197 7.812164845301146 8.966719066497157 6.11822561100695 -0.3708070637786618 4.218249453933546 -29.382264283992285 0.5668257576105268 0.07111596752441698 0.39886610661359906
67 8.446016754009893 2.9660963549985864 1.3357893363615903 8.700910854154968 22.655108993991256 6.084045244046656 9.080628188193556 6.110423797851405 -1.279618009278117 2.2689918483650007 -35.320108123773814 0.5715363022006076 0.05085719158427733 0.3988991823739425
68 9.175980581265073 2.5276687481019247 1.406181281604881 8.310304571893585 22.16142137843523 6.681171802424542 9.412667313485331 5.715421503088713 -1.0445377650780991 3.7907979862717234 -32.23209026614418 0.5724691052138603 0.036814187212726154 0.4011627980384198
87 8.229772788446583 3.3512237359884423 1.2437062966142476 7.566536003228382 21.066070078206092 7.872395613829692 7.7336806154611075 7.579776012051497 -1.2413698872689924 1.8866764372968232 -31.966620865772565 0.5707846360592846 0.059737751565065784 0.398618049227118
22 8.57562656941791 3.0098250016109955 2.842176634043618 9.358579223773319 19.681406423315916 7.876948301712004 8.043398428954397 7.1482879442442595 -4.090547876848821 0.509406866964629 -24.568172523896642 0.5315676427461834 0.1218778674319716 0.40478846444884803
24 8.454477223701415 3.2438121205523465 1.9832612977575537 7.689163324233216 20.45208983681348 8.333431602823195 8.709930673146674 5.996925959600433 -0.036778456679585125 4.07118036407874 -27.158402431338615 0.5714696698803693 0.043809288729305194 0.4011037082446995
41 8.73133729402678 2.7624672128336876 2.0798730645800303 8.390420033240314 19.801697727177306 8.044504062065228 8.352947005442807 6.706018462904606 -2.076629308745051 3.447398156899774 -26.285775377958032 0.5598200930346212 0.06895620414781155 0.4030076980718688
42 7.568648327968625 3.7964696683889256 1.7854587500353092 7.037040161567711 20.18312200225774 8.842147672294105 7.706664645539903 7.529973794451072 -0.12075200448178423 3.0684215898068277 -31.115330432159713 0.5714970785264248 0.050330048315797356 0.3989697572061347
