# timestep 2000
# phase bcc
# id f1 f2 f3 f4 f5 f6 f7 f8 f9 f10 f11 f12 f13 f14
1 7.374754367247105 5.641550756166356 10.847220203142196 2.2318967910384613 9.579274472066292 25.08514201411829 3.157769303166597 0.8406156971073738 5.255657833180025 14.457035842647237 30.09630774692868 0.5071810973358744 0.060679142690238594 0.42457310567899625
2 7.512383789597605 5.84027520950855 10.827831283854975 2.1517367119676356 9.715383280852414 25.008160811769372 3.005356271824969 0.700025603952507 5.278713140234706 13.643511417096784 31.132778685998776 0.508237520299874 0.04653167618621311 0.42668799556501613
3 7.6669750530211696 5.658679704529856 11.001878876140626 2.1691870811425886 10.106927930087926 25.085272946107775 2.8037266030412167 0.3066208814591659 5.897116492788718 13.743419719570822 30.035647621524408 0.5091072712312057 0.02825462668496909 0.4279244444306633
11 7.725139305908425 5.652812347678849 10.869304465691657 2.1547414539303307 9.589938947017144 25.919959013660897 2.675202395704101 0.8741106350028945 4.928740303273178 12.726615357925645 32.30215529814987 0.5072574994292605 0.05217802720899538 0.42597296812432167
13 7.198054307978843 5.778945845053829 10.788332602782555 2.1041363117726304 9.229249133694163 25.715879344440122 3.2047266648031756 0.8119994507623843 4.66319378039927 12.853149177877512 32.03180963844085 0.5088816793009813 0.042395244687730496 0.4271954353631739
26 7.957599917386226 5.663952511173785 10.976197976954241 1.8871623119122525 8.689411866898121 26.419482726728397 2.8274423947741925 0.7899355094122373 5.216903392986486 15.113694154624596 33.408832411560745 0.5087847671139101 0.04418013427068892 0.42591490321699016
28 7.545742772054854 5.612530809728881 10.968145530702063 2.1336828821277196 9.4490655913622 25.080128611005325 3.23365201742665 0.8243452574258348 5.437807361815055 13.929216136616807 31.44284433489016 0.5078962070461203 0.05779958129319095 0.4246334951402649
36 7.672592956226569 5.732444060468325 10.911716530361678 2.0023285707230616 9.359367385860612 25.465844509579032 3.0014230119986003 0.7501208945168489 4.798995651408533 13.824534493736182 31.948303948468652 0.5087417826730105 0.03741349138768743 0.42747045239615555
38 7.736272512700239 5.433981872450396 10.341970893686456 2.5898307307735555 9.633692493696218 25.191407948373175 3.0557639659856983 0.7016737827364934 3.8827927850717443 12.864268453061182 32.23228810182496 0.5091517533134191 0.033261397807840744 0.42667355428645776
4 7.7269169084024565 5.518754117693216 11.139506951777696 1.8311177458013685 8.593729124791878 26.75719727152321 2.561534394647291 0.4154393039946498 5.929959524640044 15.800045154215457 33.60279972465789 0.5091079568552117 0.04199190444520345 0.4270162085203023
12 7.898327980224682 5.61000131862317 10.870260189209569 2.2342052856662074 9.850120133979585 24.688661098751936 3.2717227522866423 1.0387104685868387 3.590284395207506 12.618407213182264 31.643071763610397 0.5091498272949095 0.0423360109096043 0.42662327116126736
21 7.721255547428615 5.750206800575549 11.028151325956571 1.9991580206792392 9.145328616742868 25.71034176167708 3.015490549732525 0.47955811133186305 5.845361329011221 14.783524938137754 31.960832034948027 0.508950641237483 0.038299209645802135 0.42779648652693847
22 7.834572783275889 5.74814868646801 10.608442867232228 2.322780025715069 9.578028980679226 25.305827366251204 3.0597525402987897 0.6414504675774416 5.0634351911337 13.45689181966684 31.19564882361687 0.5074335235957048 0.05626372307826435 0.42511821092458446
46 7.799350371777439 5.5717494434354045 10.702389327884422 2.2881941612195282 9.954986904672582 25.519537959018557 2.5783415164799486 0.5389472059155098 5.239203862933734 12.543977617988846 31.646105730091442 0.5093273658626106 0.03065474771153215 0.42784862949956204
47 7.746897094712395 5.500707311362722 10.492029048934185 2.455279941342696 9.699580316271266 24.293842196114735 3.745076781472381 1.086136386925397 4.368276998069105 13.81832150150306 29.8024584881548 0.5057969514046488 0.06908953654950016 0.42251193974562934
14 7.488875697145479 5.3875623439879465 10.685843350073089 2.182348595847319 9.131437192229424 25.317660327741272 3.3856989118403984 0.7217451233947622 5.344152140626982 15.249057528812378 30.821423144163067 0.5049584368870369 0.07142044669438957 0.4232880326410478
27 7.479782443403907 5.751449382924072 10.951772888562708 2.106364575295784 9.486188593362186 25.13999981639284 3.3661747297939293 0.6149456676449571 5.128598132393081 13.698792603285934 30.949708530339112 0.5087216434652643 0.045392758464839 0.4265102598814648
51 7.593098368561327 5.758585634152675 10.82819509699616 2.183571695700382 9.44985362658302 25.902236625681383 2.6234444052543853 0.8641560081062655 5.164674369036046 13.6283922555644 32.065787923481544 0.5083470543691984 0.05150887335016872 0.42509527503333716
52 7.420058200339083 5.674289645850737 10.698305375687786 2.2296430115184753 9.227657516283571 25.518903536393303 2.985866872207645 0.8147021257751084 5.081259745762597 13.493619644349154 32.694015334984314 0.5081996892937733 0.05475543084013199 0.4244051689402535
56 7.938788569091184 5.379336516638321 11.238776560131042 1.8881784103959056 9.219822607031393 25.949915058180093 2.7230413986483306 0.4334299498084822 5.356102313086807 15.495473290752118 32.03580763283742 0.5100017415460396 0.022245807740303856 0.4284573765804621
57 7.768784357855484 5.870501799582745 10.977094797578037 2.0742734293447103 9.581294726114788 25.16145299291252 3.106073259379466 0.8137712862310685 4.853011309420513 13.774226204254406 31.124017074956328 0.5092966600558041 0.03749611546449141 0.42651208664996554
29 7.822245730235211 5.806553633319794 10.934055382819764 2.004542571328029 9.506479310885188 25.73198461485876 2.759704852512641 0.7044802155895863 5.419214761409528 13.889297673151058 31.346996675882263 0.5079324623030365 0.04424587082829184 0.4273491515750892
