timestep	bcc	fcc	amorf
59875	0.005765049629136229	0.011337527856287097	0.9828974184989929
13050	0.3328256533922104	9.636721328305953e-05	0.6670779773166868
28150	0.01643978146427014	0.0010649954077349762	0.9824952216744423
50025	0.008621775692447955	0.016941510375288373	0.9744367131590843
27825	0.02696103131473993	0.005386648328750581	0.9676523188501597
22050	0.0459943651358883	0.000616466945184003	0.9533891692757607
24275	0.038490534923969165	0.001492688960266401	0.9600167708992958
68850	0.004884925501955877	0.019098329043490295	0.976016739487648
38875	0.000598589136064085	0.00462114785250485	0.9947802605628967
16375	0.27600769006867265	0.00012993279295915272	0.7238623800482601
33950	0.007165864409638004	0.003990230562836964	0.9888439030647278
36975	0.0029197982430117122	0.003093949122316854	0.9939862549304962
42150	0.00298019007117631	0.015557149341675597	0.9814626599550247
68075	0.0051443424644867265	0.008537907783120241	0.986317750453949
50525	0.008397300387159249	0.027237196055080574	0.964365501344204
25675	0.033794378692314296	0.00023803582775637367	0.9659675840735436
45850	0.008204333390385272	0.014892328187179999	0.9769033398628235
49375	0.006940759644399805	0.019935458159621305	0.9731237845420837
23400	0.04527048331405649	0.00027261706260388595	0.9544568968713284
32125	0.011010031909706185	0.0016719097228316375	0.9873180577754974
11625	0.3979504037988227	0.00022805599017370603	0.6018215363663622
33850	0.01080905248902249	0.004157615496463211	0.9850333312749863
46350	0.00728412846547576	0.03667342441475273	0.9560424446761608
20225	0.11118177649583004	0.00042813103639271333	0.8883900886476039
45675	0.01049300447421956	0.026951723903132576	0.9625552704334259
55675	0.010471050446074515	0.019218306280272258	0.9703106387853623
15525	0.12036078363892738	0.00039244164641365485	0.8792467702180147
9000	0.6297324951402843	4.734260958259284e-05	0.3702201620689593
64025	0.005017686096845864	0.014762030251054853	0.9802202817201614
21600	0.07641894947326909	0.00026925848702650515	0.9233117872774601
69525	0.004266841892564116	0.010748528892007388	0.984984631061554
46200	0.010235752295944622	0.017800284810625726	0.9719639632701874
52850	0.005262825793161482	0.011857997170356271	0.9828791773319244
20250	0.08573616766749682	0.0003532055669668921	0.9139106264859438
64050	0.004638312708707872	0.013772667801830608	0.9815890160799027
60600	0.006542460816513994	0.019890344030797494	0.9735671923756599
58725	0.007246097870896847	0.012230528070750169	0.9805233731269837
65325	0.004832004185958794	0.01129930015641105	0.983868693292141
57625	0.007449208895130142	0.0166290965480751	0.9759216935634613
33825	0.008224148956529426	0.002074394755660534	0.9897014580965042
50825	0.007680116391976071	0.01607378043380679	0.9762461025714875
27400	0.022089800329634385	0.0006961872185659725	0.9772140110731125
53325	0.01364146821045142	0.026335699365554546	0.9600228278636932
18250	0.13233946671971716	0.0010817048591874007	0.866578825827688
47600	0.0061882348456178985	0.018660115924091995	0.9751516517400741
58125	0.007233746754280219	0.01166423028697824	0.9811020238399506
14650	0.31002992706125954	0.0001056559630750895	0.6898644152560737
19425	0.09944169375624187	0.00046924832215652044	0.9000890575945377
17825	0.18222413142805272	0.0001488654751454632	0.8176270013917237
50750	0.007698031268423619	0.020671933413148453	0.9716300318241119
51850	0.007131082051303565	0.018705647939803838	0.97416327470541
66200	0.00454307959434118	0.008024631965668686	0.9874322896003723
22125	0.06336256961982735	0.0006133613354136855	0.9360240697860718
38725	0.0008058206215814145	0.011891805820994673	0.9873023723363876
1850	0.9752960157394409	1.8251100965653855e-06	0.024702163847745397
25250	0.02281176656423986	0.0024853142002618824	0.9747029154896736
68350	0.006071166609095144	0.014902478355014978	0.9790263526439666
3800	0.9597291296124458	4.065571727482009e-06	0.04026681063210708
47425	0.010996904731657197	0.020654947407521773	0.9683481526374816
36225	0.002119402522528212	0.0030869402333417455	0.9947936577796936
48550	0.009042224862329704	0.02855500050782484	0.9624027754962444
2125	0.9830811935067176	1.466063485691338e-06	0.016917341123946245
8125	0.707268650152022	1.614363371204064e-05	0.29271521137468515
500	0.9985368626117707	8.954960061724471e-08	0.0014630547117703827
46425	0.008258788495008957	0.021537027012318674	0.9702041825056076
25700	0.01737530724581893	0.0009143987998032564	0.9817102917432785
2975	0.9699218726158142	2.086178370320879e-06	0.030076045922469347
34900	0.003972469470436138	0.0037521711785644	0.992275363445282
14800	0.2387996478653422	0.00030681158907878726	0.7608935414841399
18450	0.13719853187656975	0.00018135741376026004	0.8626201113983989
50800	0.006661076398710861	0.03035411961049181	0.9629848031997681
64600	0.005082435811380492	0.016579521441831304	0.9783380422592163
13900	0.2430257717239565	0.0001465898975167974	0.7568276411164552
39325	0.0018930586659616714	0.013200534683318615	0.9849064047038555
4225	0.8975534542016685	9.862148250880054e-06	0.1024366846937337
61650	0.0043164876171608735	0.00974425714057071	0.9859392566680908
53625	0.007068465794835447	0.013428195442122018	0.9795033402442932
66925	0.0046025226845431465	0.009618287553411608	0.9857791857719421
12375	0.4410567169088026	0.002957811876457159	0.5559854683838785
18750	0.09744935656440612	0.0003671325685569129	0.9021835133135319
13175	0.2765482395645595	0.00033259738956440543	0.7231191632431
35275	0.007015475805785471	0.008474405929870433	0.9845101166069508
31025	0.004080911602127209	0.005886758636432049	0.9900323328971863
14425	0.266714181530846	9.231872880247848e-05	0.7331934983963146
17700	0.13495378520541354	0.0001330481561639232	0.8649131671637297
21775	0.055096931737639805	0.0022276554636892244	0.9426754092723131
40600	0.001965800268428609	0.011255099439351633	0.9867791008949279
58750	0.007050355407951429	0.015662170413201365	0.9772874779701233
20825	0.0892883354223161	0.00019990368449573735	0.9105117633864284
51575	0.00962496559566398	0.022606558298844562	0.9677684765458107
28700	0.011303301585495746	0.003100899352475576	0.9855957956314086
62875	0.005078602310465612	0.01060209477810528	0.9843193020820618
800	0.9979561252593994	1.951755255396037e-07	0.002043679217080353
28350	0.014656904946664667	0.0028279140192618256	0.9825151809453965
38450	0.0014075689216821025	0.0019329585049655009	0.9966594686508179
35350	0.008551234589042195	0.0026278672208764845	0.9888208947181701
27450	0.01688515881329806	0.0005512397240493034	0.9825635958909988
18275	0.12555718807112318	0.0002875370287268231	0.874155276671052
7700	0.6720130696976557	2.26174282557432e-05	0.32796431610407306
5250	0.8946355526447296	7.986487677418941e-06	0.10535646429413464
35375	0.003939977842405937	0.002550969630274782	0.9935090489387512
32150	0.006161547638622267	0.0017661095494803972	0.9920723431110382
55125	0.009314425053471041	0.020555527605318404	0.9701300456523895
32950	0.005432283597166702	0.0019896906605031362	0.9925780258178711
45200	0.006452075850844722	0.02162703870232008	0.9719208847284317
7650	0.6564984013043577	2.0805089547499378e-05	0.34348079315084035
39250	0.0011882304102918794	0.0015814296112742561	0.9972303373813629
53700	0.007215064636627176	0.016772485703630026	0.9760124528408051
11225	0.39818364860700606	8.04338361176402e-05	0.6017359160128981
42300	0.004443207352384775	0.023322435650046516	0.9722343598604202
61725	0.007365811020814362	0.01206039853977478	0.9805737924575806
35975	0.004009672408521425	0.0014486997661144656	0.994541627407074
55225	0.006803290360149731	0.019970539125596758	0.9732261683940887
600	0.9983560168743133	1.0635932927005598e-07	0.0016438854017178529
24975	0.042161314625644764	0.0015440614009234466	0.9562946219146252
39900	0.0011482560180445774	0.010004917360814682	0.988846822977066
4450	0.9207008421337232	5.274525563890408e-06	0.07929388819696033
18525	0.156429232370283	0.00029968864474153636	0.8432710782438516
62475	0.005513540940708481	0.016448748028061858	0.9780377134084701
26425	0.01973861860837161	0.00043398276392825965	0.9798273936510086
57150	0.005958436059143878	0.009331404229426838	0.9847101621627807
5425	0.8358404036471621	1.033790568316384e-05	0.1641492620788049
12550	0.4125566640566103	3.824453805705596e-05	0.5874050913840765
38250	0.0023043053188816706	0.004737377801216214	0.9929583146572113
10175	0.47136121456755065	3.654390256001083e-05	0.5286022444819101
55275	0.009016712364422346	0.01795170498370055	0.9730315811634064
47125	0.01109935276168926	0.01760365469380258	0.9712969887256623
9250	0.5605418635959504	5.7787464810228786e-05	0.4394003495229408
3325	0.9654955551624298	3.0405369108648107e-06	0.03450140540179564
68150	0.005866094780400772	0.012008916126414604	0.9821249852180481
11825	0.39451113096898555	6.632867347359017e-05	0.6054225419722498
29875	0.01554907658029748	0.0018467879827777517	0.982604131102562
18800	0.08072001133925642	0.0003186197648685016	0.918961370613426
58200	0.005306353787074841	0.0229142093440538	0.9717794315814972
59700	0.004522322885460199	0.009761183377799	0.985716497182846
57025	0.00982131825990382	0.012004345318555522	0.9781743383407593
31100	0.005516144108885978	0.0014267208163546248	0.9930571312904358
10625	0.4522916283264749	5.676019974751334e-05	0.5476516121667809
38425	0.0026638653793632726	0.004214256158480579	0.9931218792200088
37500	0.005210919267595514	0.0014478095221156942	0.9933412702083587
65750	0.008266333951171873	0.012162538346642491	0.9795711277723312
11425	0.4810538784357923	9.872296437431771e-05	0.5188473980308045
39125	0.0011950985651096656	0.003919651354935618	0.9948852515220642
4725	0.8894917689375579	8.130202766997386e-06	0.11050010196247603
47625	0.0064312808439838135	0.018662387415232674	0.9749063303470612
16400	0.23856155469826626	8.964240690041692e-05	0.761348806001246
25275	0.034307453253798484	0.0010833998226897137	0.9646091461479663
46500	0.007435982507869084	0.018860746881075214	0.9737032681703568
63350	0.0049295766496161375	0.014262781605123643	0.9808076405525208
25875	0.037587490172884826	0.001546742588347593	0.9608657614886761
42425	0.003925502375844189	0.013328568936936971	0.9827459298372269
38950	0.0005875304129162391	0.003532125977269831	0.995880342721939
69200	0.005585427524657462	0.013847625587656374	0.980566944360733
48025	0.009126845811155363	0.022090601490788876	0.9687825535535812
43425	0.0051298205692839926	0.018860184621207254	0.9760099993944168
17000	0.10549283655967429	0.00039507886576202857	0.8941120879836381
30500	0.007528555002922388	0.0018209237033655183	0.9906505196094513
63100	0.0052199386675436015	0.010434110052545726	0.9843459528684616
16350	0.2917897081768024	9.861587662141602e-05	0.7081116748899221
7600	0.6834415930312825	6.205565265255152e-05	0.3164963534898125
4900	0.9143681052774191	9.487168800245694e-06	0.08562241511174944
14775	0.22533973544203764	0.00037601520269292977	0.7742842503320426
67675	0.0054014216585501346	0.013866624807285717	0.9807319551706314
59000	0.006424231231339945	0.02047798794634545	0.9730977793931961
42050	0.006766205068215186	0.018478864455002564	0.9747549261301756
12950	0.3653919353479723	9.729231443548869e-05	0.6345107786322478
26650	0.026960623572271684	0.0048332335568128	0.9682061427235603
66600	0.00487785502996303	0.013407796791730008	0.9817143445014953
52125	0.006401894222286955	0.023727485922269694	0.9698706172704696
22375	0.0774741410827528	0.0006591697285665035	0.921866687014699
22025	0.04714517604376806	0.0003544909433710579	0.9525003343820572
36100	0.00507023653926035	0.005567255243626684	0.989362510561943
19725	0.07482636860540061	0.00048822216586220436	0.9246854103915393
34950	0.012263370273380616	0.0020518234888568855	0.9856848005354405
11075	0.5033212850332202	4.337754086058165e-05	0.49663534017745403
20175	0.07670344099604404	0.0004436462581072327	0.9228529127687216
23975	0.016772278117016797	0.0008502451224428038	0.982377477645874
49800	0.00935690606484468	0.030724457290636453	0.9599186378121376
20125	0.1486406108324769	0.0007816704385882467	0.8505777193717659
24750	0.04267921309126541	0.0009900391775356982	0.9563307469934225
58575	0.006929066143181444	0.010692515179624678	0.9823784177303314
53650	nan	nan	nan
44650	0.009865605293854515	0.014648927042647926	0.9754854656457901
65075	0.00657841486617599	0.01340918187801786	0.9800124034881592
17350	0.11976854865288805	0.00015018827270238332	0.8800812604874373
26400	0.02647012334249234	0.0005770995531248673	0.9729527817368507
11875	0.42591520860989524	5.9725191416195145e-05	0.5740250707850791
58700	0.0054718913762449115	0.011612833118671475	0.9829152740240097
50375	0.009271665520926035	0.02326020745811934	0.96746812582016
12300	0.4295614388901449	6.0902381424416066e-05	0.5703776579193655
44375	0.007517799852464578	0.02574890084095938	0.966733302950859
28000	0.025166631026556644	0.0009513082412931802	0.973882062971592
15700	0.2927566420220883	0.00111978157528781	0.7061235755551606
67450	0.004815295185069772	0.009691550576139093	0.9854931473731995
15100	0.22163829240357882	0.0005577261702252514	0.7778039804697037
41075	0.0010172482962973958	0.010806979295029542	0.9881757688522339
57250	0.0072803274518053055	0.01203545377667669	0.980684218287468
7100	0.7539054152509198	1.925382983796364e-05	0.24607533190841788
6900	0.7601516473609954	1.4994666093338881e-05	0.23983335749281104
56625	0.010828109912093169	0.023991522452961597	0.9651803655028344
15825	0.21875732426047398	0.0001989859534199816	0.7810436922060325
1675	0.9945656938552856	2.96105991986817e-07	0.005434012781566707
9225	0.6157745758953388	2.2286394895093764e-05	0.3842031394332298
200	0.9997245504856109	2.9384880906535572e-08	0.00027542829408776015
4000	0.9392907803654671	6.160252880784922e-06	0.06070306474989047
44625	0.0068489898952166185	0.021909304956459662	0.9712417035326362
39050	0.0020489902748632573	0.012538990928155105	0.9854120209217071
11775	0.35389952282021114	0.0001233656523715787	0.6459771050208365
46025	0.008686548976063932	0.026569333946747292	0.9647441159933805
41925	0.0036248874851798974	0.012983665707402593	0.9833914420604706
50500	0.009223566620928523	0.024624878170564215	0.966151557803154
29525	0.00460937864468292	0.00366193896931752	0.991728678703308
62125	0.00642802863216275	0.012522329117413805	0.9810496377944946
3175	0.9479009674936533	2.870842102524751e-06	0.052096167095995044
49500	0.007422207954029546	0.017645891089075803	0.9749318996071815
66225	0.005552833436013316	0.012865083909620037	0.9815820846557617
59825	0.005257166502926338	0.009360724059511341	0.9853821079730988
10275	0.5551093901058193	4.506818085247133e-05	0.44484554151201156
34850	0.009531804776026803	0.0010876412326253728	0.989380553483963
55175	0.006560013704958238	0.013378865025908468	0.9800611200332642
60325	0.006510983294925154	0.011192086353751265	0.9822969288825989
19850	0.07987089703774732	0.000191086514379176	0.9199380152747035
28075	0.03753121871491203	0.0005064232909310267	0.9619623584747314
59775	0.006595759720574279	0.014714391129619642	0.978689848780632
34800	0.01241217826900737	0.002546170544766742	0.9850416514873505
22975	0.049687175566609315	0.001700668566337228	0.9486121542975307
50775	0.006597973441394516	0.027655318009963552	0.9657467066794634
28300	0.022791863899127372	0.001450096226212878	0.9757580380439759
63450	0.00487260312723447	0.012043861362598449	0.9830835407972336
35700	0.007142507823341446	0.0015967042077047722	0.99126078414917
20800	0.08557893526806538	0.00048490510530325716	0.9139361547380686
1525	0.9974936363697052	1.4807183825360502e-07	0.0025062205796130004
900	0.9978983435630798	1.7260272386165898e-07	0.002101492118599708
14250	0.2892485597896393	0.00012391490595167198	0.7106275228913873
42800	0.00948527306359074	0.01975189865540517	0.9707628297805786
53500	0.008473898443550752	0.023831023260563456	0.967695080369711
38050	0.0019000498279289958	0.003246799509327049	0.9948531506061554
17250	0.0977208262350432	0.00011251156396265305	0.9021666613519191
61875	0.007650847348636944	0.009064881352948657	0.9832842719554901
62375	0.004937704167899028	0.013847993205706984	0.981214307308197
10475	0.4423176641346654	5.2730939486895775e-05	0.5576296052448452
61950	0.007114674438000293	0.016462691495144753	0.9764226336479187
18475	0.13073218005082343	0.0001023706885075395	0.8691654501147569
38300	0.0013290316145867908	0.0030660500870327992	0.9956049175262451
7225	0.7380832007406861	1.877865123667011e-05	0.26189802468765994
2375	0.984623961687088	7.652532768434028e-07	0.015375279259169474
48525	0.009840992477882083	0.029125708596786978	0.9610332997143268
47750	0.005504722190286884	0.020823117238082205	0.9736721576452255
67075	0.004671055057098329	0.00946805525965074	0.9858608858585358
65575	0.0075189758054530105	0.011919729178951542	0.9805612921714782
30975	0.00780046718245805	0.0012201238120225408	0.9909794096946716
56125	0.0065351966352609455	0.016170232407942763	0.9772945694923401
2775	0.9657320684194565	2.2294006024797807e-06	0.0342657050639973
3375	0.9639426651000976	2.4699120856910285e-06	0.03605486917923554
68275	0.004599369446110359	0.012094693344719147	0.9833059329986572
47325	0.012801486711077132	0.01683707252231329	0.9703614377379417
34825	0.012308211877978635	0.0018582286516430813	0.9858335530757905
